"string","D","length"
"00101001101010",1.56583830549645e-11,14
"0010100110110",1.56583830549645e-11,13
"0010100111000",1.56583830549645e-11,13
"00101001110111",1.56583830549645e-11,14
"00101010000000000",1.56583830549645e-11,17
"00101010001000",1.56583830549645e-11,14
"0010101001010101",1.56583830549645e-11,16
"001010101010001",1.56583830549645e-11,15
"0010101010101000000",1.56583830549645e-11,19
"001010101010101000",1.56583830549645e-11,18
"00101010101010101010101010",1.56583830549645e-11,26
"0010101011101011",1.56583830549645e-11,16
"001010110000000",1.56583830549645e-11,15
"00101011000010",1.56583830549645e-11,14
"0010101101011",1.56583830549645e-11,13
"0010101101110",1.56583830549645e-11,13
"0010101110011",1.56583830549645e-11,13
"0010101110100",1.56583830549645e-11,13
"00101100001100",1.56583830549645e-11,14
"00101100100000",1.56583830549645e-11,14
"001011011011010",1.56583830549645e-11,15
"00101101111111",1.56583830549645e-11,14
"0010111010000",1.56583830549645e-11,13
"0010111010100",1.56583830549645e-11,13
"00101110101100",1.56583830549645e-11,14
"0010111011000",1.56583830549645e-11,13
"0010111100110",1.56583830549645e-11,13
"0010111111011",1.56583830549645e-11,13
"0010111111110",1.56583830549645e-11,13
"0011000001001",1.56583830549645e-11,13
"00110000011000",1.56583830549645e-11,14
"00110000100000",1.56583830549645e-11,14
"00110000110100",1.56583830549645e-11,14
"00110001010010",1.56583830549645e-11,14
"0011000101011",1.56583830549645e-11,13
"0011000110010101",1.56583830549645e-11,16
"00110010110010",1.56583830549645e-11,14
"001100110000100",1.56583830549645e-11,15
"00110011100000000",1.56583830549645e-11,17
"0011001110111111",1.56583830549645e-11,16
"0011001111110",1.56583830549645e-11,13
"0011010010000",1.56583830549645e-11,13
"001101001010101010",1.56583830549645e-11,18
"0011010011110",1.56583830549645e-11,13
"0011010100011",1.56583830549645e-11,13
"00110101001001",1.56583830549645e-11,14
"0011010100101",1.56583830549645e-11,13
"00110101010110",1.56583830549645e-11,14
"00110101100100",1.56583830549645e-11,14
"00110101100101",1.56583830549645e-11,14
"0011010110101101",1.56583830549645e-11,16
"00110101110100",1.56583830549645e-11,14
"0011011000001",1.56583830549645e-11,13
"0011011010011011010",1.56583830549645e-11,19
"00110110101001",1.56583830549645e-11,14
"00110110110000",1.56583830549645e-11,14
"00110110110010",1.56583830549645e-11,14
"0011011100011",1.56583830549645e-11,13
"00110111001001",1.56583830549645e-11,14
"0011011101000",1.56583830549645e-11,13
"0011011101011",1.56583830549645e-11,13
"001101110111011",1.56583830549645e-11,15
"00110111100000000",1.56583830549645e-11,17
"0011011111000",1.56583830549645e-11,13
"0011011111100",1.56583830549645e-11,13
"0011100000111",1.56583830549645e-11,13
"0011100010011",1.56583830549645e-11,13
"0011100011101",1.56583830549645e-11,13
"00111001000000",1.56583830549645e-11,14
"001110011101010",1.56583830549645e-11,15
"0011100111110",1.56583830549645e-11,13
"001110100010000",1.56583830549645e-11,15
"00111010011010010",1.56583830549645e-11,17
"0011101001110",1.56583830549645e-11,13
"0011101010010100",1.56583830549645e-11,16
"0011101010011",1.56583830549645e-11,13
"0011101011111",1.56583830549645e-11,13
"00111011000000",1.56583830549645e-11,14
"001110110010000",1.56583830549645e-11,15
"0011101101001",1.56583830549645e-11,13
"0011110000001",1.56583830549645e-11,13
"0011110010001",1.56583830549645e-11,13
"0011110011111",1.56583830549645e-11,13
"00111101010101",1.56583830549645e-11,14
"0011110110111",1.56583830549645e-11,13
"00111101110111",1.56583830549645e-11,14
"00111110010101",1.56583830549645e-11,14
"001111101111011",1.56583830549645e-11,15
"0011111100001",1.56583830549645e-11,13
"0011111100100",1.56583830549645e-11,13
"0011111101001",1.56583830549645e-11,13
"0011111101010",1.56583830549645e-11,13
"0011111101100",1.56583830549645e-11,13
"01000000000001000",1.56583830549645e-11,17
"010000000011010",1.56583830549645e-11,15
"0100000001000001",1.56583830549645e-11,16
"01000000110000",1.56583830549645e-11,14
"01000000110101",1.56583830549645e-11,14
"0100000011011",1.56583830549645e-11,13
"01000001011010",1.56583830549645e-11,14
"010000011000001",1.56583830549645e-11,15
"01000001110000",1.56583830549645e-11,14
"010000011110110",1.56583830549645e-11,15
"01000010000111",1.56583830549645e-11,14
"01000010010100",1.56583830549645e-11,14
"010000101000100",1.56583830549645e-11,15
"010000101010000",1.56583830549645e-11,15
"01000010101101",1.56583830549645e-11,14
"0100001011110",1.56583830549645e-11,13
"01000011010100",1.56583830549645e-11,14
"01000011100000101",1.56583830549645e-11,17
"01000011100010101",1.56583830549645e-11,17
"0100001110110",1.56583830549645e-11,13
"010001000100010001",1.56583830549645e-11,18
"0100010001000101",1.56583830549645e-11,16
"010001000100100",1.56583830549645e-11,15
"01000100010100",1.56583830549645e-11,14
"010001000110101",1.56583830549645e-11,15
"010001000111010",1.56583830549645e-11,15
"0100010001111",1.56583830549645e-11,13
"010001001000000",1.56583830549645e-11,15
"01000100100100100",1.56583830549645e-11,17
"010001001011001",1.56583830549645e-11,15
"010001001101010",1.56583830549645e-11,15
"01000100111010",1.56583830549645e-11,14
"010001010010000",1.56583830549645e-11,15
"010001010110010",1.56583830549645e-11,15
"01000101101000",1.56583830549645e-11,14
"01000101110111",1.56583830549645e-11,14
"0100011010001",1.56583830549645e-11,13
"010001101111011",1.56583830549645e-11,15
"0100011100011",1.56583830549645e-11,13
"010001110101101",1.56583830549645e-11,15
"0100011110010",1.56583830549645e-11,13
"010010000000100000",1.56583830549645e-11,18
"0100100000100001",1.56583830549645e-11,16
"01001000001111",1.56583830549645e-11,14
"010010000101010",1.56583830549645e-11,15
"0100100010101010",1.56583830549645e-11,16
"010010001011011",1.56583830549645e-11,15
"0100100011001",1.56583830549645e-11,13
"01001001000110110110",1.56583830549645e-11,20
"01001001001110110110",1.56583830549645e-11,20
"010010010101110",1.56583830549645e-11,15
"01001001011000",1.56583830549645e-11,14
"0100100101100100101",1.56583830549645e-11,19
"01001001110000",1.56583830549645e-11,14
"01001010000000",1.56583830549645e-11,14
"01001010001100",1.56583830549645e-11,14
"010010100011101",1.56583830549645e-11,15
"010010100100100",1.56583830549645e-11,15
"0100101001010011",1.56583830549645e-11,16
"010010100110101",1.56583830549645e-11,15
"010010101001001",1.56583830549645e-11,15
"01001010111001",1.56583830549645e-11,14
"01001010111101",1.56583830549645e-11,14
"010010110010000000",1.56583830549645e-11,18
"01001011001011100",1.56583830549645e-11,17
"01001011100000000",1.56583830549645e-11,17
"01001011100000",1.56583830549645e-11,14
"01001011100100",1.56583830549645e-11,14
"01001011100110",1.56583830549645e-11,14
"01001011110110",1.56583830549645e-11,14
"0100110000000000",1.56583830549645e-11,16
"01001100001001",1.56583830549645e-11,14
"01001100001010",1.56583830549645e-11,14
"0100110001100101",1.56583830549645e-11,16
"0100110010110",1.56583830549645e-11,13
"01001101000000",1.56583830549645e-11,14
"01001101001100",1.56583830549645e-11,14
"01001101001111",1.56583830549645e-11,14
"010011010100010",1.56583830549645e-11,15
"0100110101001",1.56583830549645e-11,13
"01001101100100",1.56583830549645e-11,14
"010011011010101",1.56583830549645e-11,15
"01001101101100",1.56583830549645e-11,14
"01001110010110",1.56583830549645e-11,14
"01001111000100",1.56583830549645e-11,14
"0100111100010",1.56583830549645e-11,13
"01001111001010",1.56583830549645e-11,14
"01001111011010",1.56583830549645e-11,14
"01010000010001",1.56583830549645e-11,14
"0101000001111",1.56583830549645e-11,13
"0101000010000001",1.56583830549645e-11,16
"01010000100000",1.56583830549645e-11,14
"01010000110010",1.56583830549645e-11,14
"01010000110101",1.56583830549645e-11,14
"01010000111011",1.56583830549645e-11,14
"0101000100010001",1.56583830549645e-11,16
"01010001001010",1.56583830549645e-11,14
"010100010101000",1.56583830549645e-11,15
"0101000111000",1.56583830549645e-11,13
"01010001110111",1.56583830549645e-11,14
"0101000111110",1.56583830549645e-11,13
"01010010001010",1.56583830549645e-11,14
"010100101100100",1.56583830549645e-11,15
"010100101100101",1.56583830549645e-11,15
"01010011001110",1.56583830549645e-11,14
"010100110101101",1.56583830549645e-11,15
"01010011100110",1.56583830549645e-11,14
"01010011101010",1.56583830549645e-11,14
"010100111011101",1.56583830549645e-11,15
"01010011101110",1.56583830549645e-11,14
"01010011110010",1.56583830549645e-11,14
"01010011110101",1.56583830549645e-11,14
"01010011111101",1.56583830549645e-11,14
"010101000010000",1.56583830549645e-11,15
"010101000010010",1.56583830549645e-11,15
"010101000101000",1.56583830549645e-11,15
"01010100010110",1.56583830549645e-11,14
"010101001000000",1.56583830549645e-11,15
"010101001001101",1.56583830549645e-11,15
"01010100100111",1.56583830549645e-11,14
"010101001010110",1.56583830549645e-11,15
"01010100101111",1.56583830549645e-11,14
"0101010100000000",1.56583830549645e-11,16
"01010101000011",1.56583830549645e-11,14
"0101010100010010",1.56583830549645e-11,16
"0101010100010100",1.56583830549645e-11,16
"010101010010011000",1.56583830549645e-11,18
"01010101010000110",1.56583830549645e-11,17
"0101010101001010110",1.56583830549645e-11,19
"010101010100101100",1.56583830549645e-11,18
"0101010101010100101",1.56583830549645e-11,19
"01010101010101010101010100",1.56583830549645e-11,26
"01010101010110110",1.56583830549645e-11,17
"010101010110010110",1.56583830549645e-11,18
"0101010101111110",1.56583830549645e-11,16
"0101010110011110",1.56583830549645e-11,16
"0101010110101011",1.56583830549645e-11,16
"010101011111110",1.56583830549645e-11,15
"010101100000110",1.56583830549645e-11,15
"01010110000011",1.56583830549645e-11,14
"01010110000110",1.56583830549645e-11,14
"0101011000100000",1.56583830549645e-11,16
"010101100100010",1.56583830549645e-11,15
"01010110010100",1.56583830549645e-11,14
"0101011001110011",1.56583830549645e-11,16
"010101101011010",1.56583830549645e-11,15
"0101011010111111",1.56583830549645e-11,16
"01010111000110",1.56583830549645e-11,14
"01010111000111101",1.56583830549645e-11,17
"01010111001010",1.56583830549645e-11,14
"010101110011100",1.56583830549645e-11,15
"010101110100100",1.56583830549645e-11,15
"01010111011010",1.56583830549645e-11,14
"010101110111010",1.56583830549645e-11,15
"010101111011111",1.56583830549645e-11,15
"0101011111000",1.56583830549645e-11,13
"0101011111100",1.56583830549645e-11,13
"010110000000010",1.56583830549645e-11,15
"01011000001000",1.56583830549645e-11,14
"0101100000110",1.56583830549645e-11,13
"01011001010011",1.56583830549645e-11,14
"0101100101100000000000",1.56583830549645e-11,22
"010110010110101",1.56583830549645e-11,15
"0101100101110000000000",1.56583830549645e-11,22
"01011001100111",1.56583830549645e-11,14
"0101100111001101",1.56583830549645e-11,16
"01011010000010",1.56583830549645e-11,14
"010110100100100",1.56583830549645e-11,15
"0101101010011",1.56583830549645e-11,13
"0101101010101010101",1.56583830549645e-11,19
"010110101101010",1.56583830549645e-11,15
"0101101100101101100",1.56583830549645e-11,19
"0101101100101101101",1.56583830549645e-11,19
"010110110100000",1.56583830549645e-11,15
"010110110100110",1.56583830549645e-11,15
"010110110110100",1.56583830549645e-11,15
"010110110110110110111",1.56583830549645e-11,21
"01011011101010",1.56583830549645e-11,14
"01011011110010",1.56583830549645e-11,14
"01011011111011",1.56583830549645e-11,14
"010111000100010",1.56583830549645e-11,15
"01011100100010",1.56583830549645e-11,14
"0101110010111",1.56583830549645e-11,13
"0101110011001",1.56583830549645e-11,13
"01011101000100",1.56583830549645e-11,14
"01011101011111",1.56583830549645e-11,14
"01011101100111",1.56583830549645e-11,14
"010111011010111",1.56583830549645e-11,15
"01011101101011",1.56583830549645e-11,14
"01011101101111",1.56583830549645e-11,14
"010111011101010",1.56583830549645e-11,15
"010111011101110111",1.56583830549645e-11,18
"01011101110111011",1.56583830549645e-11,17
"0101110111011101",1.56583830549645e-11,16
"01011110001001",1.56583830549645e-11,14
"0101111001110",1.56583830549645e-11,13
"0101111011001",1.56583830549645e-11,13
"01011111000111101",1.56583830549645e-11,17
"01011111001111",1.56583830549645e-11,14
"011000000000001",1.56583830549645e-11,15
"011000000001000000",1.56583830549645e-11,18
"0110000000111",1.56583830549645e-11,13
"011000001000001",1.56583830549645e-11,15
"011000001101010",1.56583830549645e-11,15
"0110000011010",1.56583830549645e-11,13
"01100001010101010",1.56583830549645e-11,17
"01100001101010",1.56583830549645e-11,14
"01100001101110111",1.56583830549645e-11,17
"01100010000000",1.56583830549645e-11,14
"0110001000001",1.56583830549645e-11,13
"011000100010001",1.56583830549645e-11,15
"01100010010110",1.56583830549645e-11,14
"01100010101101",1.56583830549645e-11,14
"01100011000000",1.56583830549645e-11,14
"01100011101010",1.56583830549645e-11,14
"01100011101110111",1.56583830549645e-11,17
"0110010000101",1.56583830549645e-11,13
"011001000100100",1.56583830549645e-11,15
"011001011000100",1.56583830549645e-11,15
"011001011011010",1.56583830549645e-11,15
"0110010110110110110",1.56583830549645e-11,19
"011001011011101",1.56583830549645e-11,15
"01100110000000000",1.56583830549645e-11,17
"01100110000000",1.56583830549645e-11,14
"0110011000101",1.56583830549645e-11,13
"01100110011011",1.56583830549645e-11,14
"01100111001010",1.56583830549645e-11,14
"01100111010010",1.56583830549645e-11,14
"0110011101101",1.56583830549645e-11,13
"0110011110000",1.56583830549645e-11,13
"0110011110100",1.56583830549645e-11,13
"0110011110110110110",1.56583830549645e-11,19
"01101000000001",1.56583830549645e-11,14
"0110100000011",1.56583830549645e-11,13
"0110100001001",1.56583830549645e-11,13
"0110100010001",1.56583830549645e-11,13
"01101000101010",1.56583830549645e-11,14
"0110100011111",1.56583830549645e-11,13
"01101001000110",1.56583830549645e-11,14
"0110100100011",1.56583830549645e-11,13
"01101001100100100",1.56583830549645e-11,17
"0110100110010",1.56583830549645e-11,13
"011010011010101010",1.56583830549645e-11,18
"01101001110010",1.56583830549645e-11,14
"01101010010011",1.56583830549645e-11,14
"0110101001010101010",1.56583830549645e-11,19
"011010100101010",1.56583830549645e-11,15
"0110101001101",1.56583830549645e-11,13
"0110101001110",1.56583830549645e-11,13
"0110101010101111",1.56583830549645e-11,16
"01101010101100",1.56583830549645e-11,14
"011010101011111",1.56583830549645e-11,15
"0110101101110110",1.56583830549645e-11,16
"011011000000110111",1.56583830549645e-11,18
"01101100010000",1.56583830549645e-11,14
"01101100010011",1.56583830549645e-11,14
"0110110010100",1.56583830549645e-11,13
"01101100101110",1.56583830549645e-11,14
"01101100101111",1.56583830549645e-11,14
"01101100110000",1.56583830549645e-11,14
"011011010001000",1.56583830549645e-11,15
"01101101010011",1.56583830549645e-11,14
"01101101010101010",1.56583830549645e-11,17
"011011010101101",1.56583830549645e-11,15
"0110110110000000",1.56583830549645e-11,16
"01101101100010010010",1.56583830549645e-11,20
"0110110110110100110",1.56583830549645e-11,19
"0110110110110110110110110111",1.56583830549645e-11,28
"0110110110110111111",1.56583830549645e-11,19
"0110110110111100110",1.56583830549645e-11,19
"01101101110010010010",1.56583830549645e-11,20
"0110110111101111",1.56583830549645e-11,16
"01101110000101",1.56583830549645e-11,14
"0110111000010",1.56583830549645e-11,13
"0110111011010110",1.56583830549645e-11,16
"0110111011111111",1.56583830549645e-11,16
"011011110000010",1.56583830549645e-11,15
"01101111001101",1.56583830549645e-11,14
"01101111010010",1.56583830549645e-11,14
"0110111101001",1.56583830549645e-11,13
"01101111011011",1.56583830549645e-11,14
"01101111011110",1.56583830549645e-11,14
"0110111110011",1.56583830549645e-11,13
"01101111111111111",1.56583830549645e-11,17
"0111000000000000",1.56583830549645e-11,16
"0111000000001",1.56583830549645e-11,13
"0111000010001",1.56583830549645e-11,13
"0111000110001",1.56583830549645e-11,13
"01110001111011",1.56583830549645e-11,14
"0111001010110",1.56583830549645e-11,13
"0111001011100",1.56583830549645e-11,13
"01110011001010",1.56583830549645e-11,14
"0111001101110",1.56583830549645e-11,13
"0111001110001",1.56583830549645e-11,13
"0111001111010",1.56583830549645e-11,13
"0111010001000",1.56583830549645e-11,13
"0111010011000",1.56583830549645e-11,13
"01110100110110",1.56583830549645e-11,14
"0111010011101",1.56583830549645e-11,13
"011101010010010",1.56583830549645e-11,15
"011101010101011",1.56583830549645e-11,15
"01110101010111",1.56583830549645e-11,14
"01110101100100",1.56583830549645e-11,14
"01110101110111",1.56583830549645e-11,14
"0111011000011",1.56583830549645e-11,13
"0111011001110",1.56583830549645e-11,13
"0111011010100",1.56583830549645e-11,13
"01110110110111",1.56583830549645e-11,14
"01110111001010",1.56583830549645e-11,14
"0111011101000100",1.56583830549645e-11,16
"0111011101001",1.56583830549645e-11,13
"011101110111000",1.56583830549645e-11,15
"011101110111001",1.56583830549645e-11,15
"0111011101110101",1.56583830549645e-11,16
"011101110111011101",1.56583830549645e-11,18
"011101110111110",1.56583830549645e-11,15
"0111011110001",1.56583830549645e-11,13
"01110111110101",1.56583830549645e-11,14
"0111100000011",1.56583830549645e-11,13
"0111100100000",1.56583830549645e-11,13
"0111100101100",1.56583830549645e-11,13
"01111001100000",1.56583830549645e-11,14
"0111100110101010",1.56583830549645e-11,16
"0111100110111",1.56583830549645e-11,13
"0111101000010",1.56583830549645e-11,13
"0111101011000",1.56583830549645e-11,13
"01111010111111",1.56583830549645e-11,14
"01111011110110",1.56583830549645e-11,14
"0111101111101101",1.56583830549645e-11,16
"0111110001000",1.56583830549645e-11,13
"0111110001010",1.56583830549645e-11,13
"0111110010011",1.56583830549645e-11,13
"0111110011100",1.56583830549645e-11,13
"0111110011101111",1.56583830549645e-11,16
"011111001111101",1.56583830549645e-11,15
"0111110111001",1.56583830549645e-11,13
"011111011101110",1.56583830549645e-11,15
"011111011111001",1.56583830549645e-11,15
"0111110111111101",1.56583830549645e-11,16
"0111111000011",1.56583830549645e-11,13
"011111100010111",1.56583830549645e-11,15
"0111111001100",1.56583830549645e-11,13
"011111101000100",1.56583830549645e-11,15
"0111111010101010",1.56583830549645e-11,16
"0111111011000",1.56583830549645e-11,13
"0111111011110101",1.56583830549645e-11,16
"01111111000000",1.56583830549645e-11,14
"011111110101010",1.56583830549645e-11,15
"011111111000100",1.56583830549645e-11,15
"0111111110001",1.56583830549645e-11,13
"01111111101001",1.56583830549645e-11,14
"0111111110100",1.56583830549645e-11,13
"011111111011011",1.56583830549645e-11,15
"0111111111101111",1.56583830549645e-11,16
"011111111111001",1.56583830549645e-11,15
"0111111111111011",1.56583830549645e-11,16
"011111111111111111111111",1.56583830549645e-11,24
"0111111111111111111111",1.56583830549645e-11,22
"000000000000000000000000000000000000",1.3918562715524e-11,36
"000000000000000000000000000000000",1.3918562715524e-11,33
"00000000000000000010",1.3918562715524e-11,20
"00000000000000000100",1.3918562715524e-11,20
"0000000000000000110",1.3918562715524e-11,19
"000000000000010001",1.3918562715524e-11,18
"00000000000001100",1.3918562715524e-11,17
"00000000000010100",1.3918562715524e-11,17
"000000000000110001",1.3918562715524e-11,18
"000000000001101",1.3918562715524e-11,15
"000000000001111",1.3918562715524e-11,15
"00000000001000110",1.3918562715524e-11,17
"00000000001000111",1.3918562715524e-11,17
"000000000100001",1.3918562715524e-11,15
"000000000100100000",1.3918562715524e-11,18
"00000000010101010",1.3918562715524e-11,17
"00000000011010010",1.3918562715524e-11,17
"000000000111001",1.3918562715524e-11,15
"0000000001111010",1.3918562715524e-11,16
"0000000010000101",1.3918562715524e-11,16
"0000000010001000000",1.3918562715524e-11,19
"000000001001100",1.3918562715524e-11,15
"000000001001101",1.3918562715524e-11,15
"0000000010100100",1.3918562715524e-11,16
"0000000010110100",1.3918562715524e-11,16
"00000000110000001100011000",1.3918562715524e-11,26
"0000000011000000",1.3918562715524e-11,16
"0000000100001000",1.3918562715524e-11,16
"0000000100001111000",1.3918562715524e-11,19
"000000010011000",1.3918562715524e-11,15
"000000010011101",1.3918562715524e-11,15
"0000000100111",1.3918562715524e-11,13
"00000001010011",1.3918562715524e-11,14
"0000000101010101",1.3918562715524e-11,16
"000000010110010",1.3918562715524e-11,15
"000000011000100",1.3918562715524e-11,15
"00000001101100",1.3918562715524e-11,14
"00000001111110",1.3918562715524e-11,14
"000000100000001110",1.3918562715524e-11,18
"000000100000010010",1.3918562715524e-11,18
"000000100000110",1.3918562715524e-11,15
"00000010000110",1.3918562715524e-11,14
"0000001000100000000",1.3918562715524e-11,19
"00000010001000110",1.3918562715524e-11,17
"00000010001000111",1.3918562715524e-11,17
"0000001000110000",1.3918562715524e-11,16
"000000100011011",1.3918562715524e-11,15
"0000001001000000",1.3918562715524e-11,16
"0000001001001001",1.3918562715524e-11,16
"0000001001101",1.3918562715524e-11,13
"000000101000010",1.3918562715524e-11,15
"00000010101011",1.3918562715524e-11,14
"0000001100000000",1.3918562715524e-11,16
"0000001101001010",1.3918562715524e-11,16
"00000011100101",1.3918562715524e-11,14
"000000111001100",1.3918562715524e-11,15
"00000011101001",1.3918562715524e-11,14
"00000011101100",1.3918562715524e-11,14
"00000011101101",1.3918562715524e-11,14
"00000011110100",1.3918562715524e-11,14
"00000011111000",1.3918562715524e-11,14
"000001000000000001",1.3918562715524e-11,18
"00000100000000100",1.3918562715524e-11,17
"0000010000000010",1.3918562715524e-11,16
"00000100000001001",1.3918562715524e-11,17
"0000010000001010",1.3918562715524e-11,16
"0000010000111000",1.3918562715524e-11,16
"000001000101010",1.3918562715524e-11,15
"00000100010101",1.3918562715524e-11,14
"000001000110101",1.3918562715524e-11,15
"00000100011010",1.3918562715524e-11,14
"0000010001111",1.3918562715524e-11,13
"000001001000000000",1.3918562715524e-11,18
"00000100100111",1.3918562715524e-11,14
"00000100110000001100011000",1.3918562715524e-11,26
"0000010011011",1.3918562715524e-11,13
"0000010100010000",1.3918562715524e-11,16
"00000101001001",1.3918562715524e-11,14
"000001011010111010",1.3918562715524e-11,18
"00000101110110",1.3918562715524e-11,14
"000001011110111010",1.3918562715524e-11,18
"00000101111100",1.3918562715524e-11,14
"0000011000000110110",1.3918562715524e-11,19
"0000011000000110111",1.3918562715524e-11,19
"00000110011010",1.3918562715524e-11,14
"0000011001101",1.3918562715524e-11,13
"0000011010001",1.3918562715524e-11,13
"000001101001001",1.3918562715524e-11,15
"00000110101000",1.3918562715524e-11,14
"00000110110111",1.3918562715524e-11,14
"000001110110110",1.3918562715524e-11,15
"00000111100000",1.3918562715524e-11,14
"000001111001001",1.3918562715524e-11,15
"00000111111100000",1.3918562715524e-11,17
"0000100000010101",1.3918562715524e-11,16
"000010000001010",1.3918562715524e-11,15
"000010000001110000",1.3918562715524e-11,18
"000010000010001000",1.3918562715524e-11,18
"00001000010000001",1.3918562715524e-11,17
"00001000010001001",1.3918562715524e-11,17
"0000100001010101",1.3918562715524e-11,16
"000010000111000",1.3918562715524e-11,15
"00001000011100",1.3918562715524e-11,14
"00001000100010001",1.3918562715524e-11,17
"000010001001100",1.3918562715524e-11,15
"0000100010100000",1.3918562715524e-11,16
"00001000101001",1.3918562715524e-11,14
"000010001010101",1.3918562715524e-11,15
"000010010001000",1.3918562715524e-11,15
"000010010001110000",1.3918562715524e-11,18
"000010010010010000",1.3918562715524e-11,18
"000010010010010010",1.3918562715524e-11,18
"000010010010100",1.3918562715524e-11,15
"00001001010001",1.3918562715524e-11,14
"00001001101001",1.3918562715524e-11,14
"00001001101101",1.3918562715524e-11,14
"000010101000101010",1.3918562715524e-11,18
"00001010101011",1.3918562715524e-11,14
"00001010111000",1.3918562715524e-11,14
"00001010111001",1.3918562715524e-11,14
"0000101011110",1.3918562715524e-11,13
"00001011000010",1.3918562715524e-11,14
"0000101100011",1.3918562715524e-11,13
"00001011001100",1.3918562715524e-11,14
"00001011010100",1.3918562715524e-11,14
"0000101110000010",1.3918562715524e-11,16
"000010111000010",1.3918562715524e-11,15
"00001011101101",1.3918562715524e-11,14
"00001011110000",1.3918562715524e-11,14
"0000101111001",1.3918562715524e-11,13
"0000101111100",1.3918562715524e-11,13
"00001100000001100",1.3918562715524e-11,17
"00001100000001101",1.3918562715524e-11,17
"0000110000001100",1.3918562715524e-11,16
"0000110001000000",1.3918562715524e-11,16
"00001100011010",1.3918562715524e-11,14
"000011001000100",1.3918562715524e-11,15
"00001100110000",1.3918562715524e-11,14
"00001100110010",1.3918562715524e-11,14
"00001100110101",1.3918562715524e-11,14
"00001101000011",1.3918562715524e-11,14
"0000110100111",1.3918562715524e-11,13
"00001101010110",1.3918562715524e-11,14
"0000110111001",1.3918562715524e-11,13
"000011100000010000",1.3918562715524e-11,18
"00001110001000",1.3918562715524e-11,14
"000011100010010000",1.3918562715524e-11,18
"000011100011000",1.3918562715524e-11,15
"0000111000111",1.3918562715524e-11,13
"0000111001101",1.3918562715524e-11,13
"00001110101101",1.3918562715524e-11,14
"0000111011111",1.3918562715524e-11,13
"0000111100001",1.3918562715524e-11,13
"00001111000110001",1.3918562715524e-11,17
"00001111010000",1.3918562715524e-11,14
"0000111101100",1.3918562715524e-11,13
"000011111111110000",1.3918562715524e-11,18
"000011111111111",1.3918562715524e-11,15
"00010000000000011",1.3918562715524e-11,17
"0001000000000100",1.3918562715524e-11,16
"000100000010001010",1.3918562715524e-11,18
"000100000010001100",1.3918562715524e-11,18
"000100000010001101",1.3918562715524e-11,18
"00010000001010",1.3918562715524e-11,14
"000100000011011001",1.3918562715524e-11,18
"000100000100010010",1.3918562715524e-11,18
"00010000010010101",1.3918562715524e-11,17
"00010000010011101",1.3918562715524e-11,17
"0001000010000000",1.3918562715524e-11,16
"000100001011011001",1.3918562715524e-11,18
"00010000110101",1.3918562715524e-11,14
"000100010000010000",1.3918562715524e-11,18
"00010001000100010",1.3918562715524e-11,17
"000100010010000",1.3918562715524e-11,15
"0001000101010101",1.3918562715524e-11,16
"000100010110101",1.3918562715524e-11,15
"000100011001001",1.3918562715524e-11,15
"00010001100100",1.3918562715524e-11,14
"000100011001100",1.3918562715524e-11,15
"000100011001101",1.3918562715524e-11,15
"00010001110000",1.3918562715524e-11,14
"0001000111001",1.3918562715524e-11,13
"0001000111100",1.3918562715524e-11,13
"0001000111101",1.3918562715524e-11,13
"000100100010001",1.3918562715524e-11,15
"00010010010010010011",1.3918562715524e-11,20
"00010010010111",1.3918562715524e-11,14
"0001001001110",1.3918562715524e-11,13
"00010010011111",1.3918562715524e-11,14
"00010011000001",1.3918562715524e-11,14
"0001001100111",1.3918562715524e-11,13
"000100110111",1.3918562715524e-11,12
"0001001111000",1.3918562715524e-11,13
"00010011111010",1.3918562715524e-11,14
"0001001111110011111",1.3918562715524e-11,19
"00010100000000001",1.3918562715524e-11,17
"00010100011110",1.3918562715524e-11,14
"0001010010011",1.3918562715524e-11,13
"000101001010010",1.3918562715524e-11,15
"0001010011001",1.3918562715524e-11,13
"00010101000010",1.3918562715524e-11,14
"0001010100010100",1.3918562715524e-11,16
"000101010101001",1.3918562715524e-11,15
"0001010101010100",1.3918562715524e-11,16
"0001010101010101010100",1.3918562715524e-11,22
"00010101010101010101011",1.3918562715524e-11,23
"00010101100000",1.3918562715524e-11,14
"00010101101101",1.3918562715524e-11,14
"000101100000001",1.3918562715524e-11,15
"000101100101101",1.3918562715524e-11,15
"00010110011001",1.3918562715524e-11,14
"0001011001110",1.3918562715524e-11,13
"00010110101011",1.3918562715524e-11,14
"00010110110101",1.3918562715524e-11,14
"00010110110110110",1.3918562715524e-11,17
"00010110110111",1.3918562715524e-11,14
"0001011100100",1.3918562715524e-11,13
"00010111010101",1.3918562715524e-11,14
"00010111010110",1.3918562715524e-11,14
"0001011111010",1.3918562715524e-11,13
"00011000000100",1.3918562715524e-11,14
"00011000000101",1.3918562715524e-11,14
"000110000010101010",1.3918562715524e-11,18
"000110001000001",1.3918562715524e-11,15
"00011000110000001100000000",1.3918562715524e-11,26
"00011000110000001100100000",1.3918562715524e-11,26
"00011000110110",1.3918562715524e-11,14
"000110001110000",1.3918562715524e-11,15
"000110010000000",1.3918562715524e-11,15
"0001100100011",1.3918562715524e-11,13
"0001100100100010",1.3918562715524e-11,16
"00011001101011010",1.3918562715524e-11,17
"0001100110111",1.3918562715524e-11,13
"000110100100101",1.3918562715524e-11,15
